2019-05-08 14:42:08.643890_1,Pop,Oasis,Wonderwall,1880061,https://www.last.fm/music/Oasis/_/Wonderwall
2019-05-08 14:42:08.854329_2,Pop,The Killers,Somebody Told Me,1657194,https://www.last.fm/music/The+Killers/_/Somebody+Told+Me
2019-05-08 14:42:09.306081_3,Pop,Coldplay,Viva la Vida,1640642,https://www.last.fm/music/Coldplay/_/Viva+la+Vida
2019-05-08 14:42:09.785192_4,Pop,Coldplay,Clocks,1617822,https://www.last.fm/music/Coldplay/_/Clocks
2019-05-08 14:42:09.922973_5,Pop,Coldplay,The Scientist,1610869,https://www.last.fm/music/Coldplay/_/The+Scientist
2019-05-08 14:42:10.054639_6,Pop,MGMT,Kids,1590542,https://www.last.fm/music/MGMT/_/Kids
2019-05-08 14:42:10.286907_7,Pop,Coldplay,Yellow,1575983,https://www.last.fm/music/Coldplay/_/Yellow
2019-05-08 14:42:10.488179_8,Pop,Gorillaz,Feel Good Inc.,1497505,https://www.last.fm/music/Gorillaz/_/Feel+Good+Inc.
2019-05-08 14:42:10.682995_9,Pop,Coldplay,Fix You,1496198,https://www.last.fm/music/Coldplay/_/Fix+You
2019-05-08 14:42:10.932330_10,Pop,Lady Gaga,Poker Face,1447309,https://www.last.fm/music/Lady+Gaga/_/Poker+Face
2019-05-08 14:42:11.130798_11,Pop,Snow Patrol,Chasing Cars,1389022,https://www.last.fm/music/Snow+Patrol/_/Chasing+Cars
2019-05-08 14:42:11.579598_12,Pop,Ke$ha,TiK ToK,1333128,https://www.last.fm/music/Ke$ha/_/TiK+ToK
2019-05-08 14:42:11.895730_13,Pop,Goo Goo Dolls,Iris,1309902,https://www.last.fm/music/Goo+Goo+Dolls/_/Iris
2019-05-08 14:42:12.079375_14,Pop,Jason Mraz,I'm Yours,1287999,https://www.last.fm/music/Jason+Mraz/_/I%27m+Yours
2019-05-08 14:42:12.295728_15,Pop,Adele,Rolling in the Deep,1256082,https://www.last.fm/music/Adele/_/Rolling+in+the+Deep
2019-05-08 14:42:12.716289_16,Pop,Gorillaz,Clint Eastwood,1237121,https://www.last.fm/music/Gorillaz/_/Clint+Eastwood
2019-05-08 14:42:12.912721_17,Pop,Foster the People,Pumped Up Kicks,1234774,https://www.last.fm/music/Foster+the+People/_/Pumped+Up+Kicks
2019-05-08 14:42:13.115181_18,Pop,Michael Jackson,Billie Jean,1219378,https://www.last.fm/music/Michael+Jackson/_/Billie+Jean
2019-05-08 14:42:13.259840_19,Pop,R.E.M.,Losing My Religion,1201415,https://www.last.fm/music/R.E.M./_/Losing+My+Religion
2019-05-08 14:42:13.511144_20,Pop,Katy Perry,I Kissed a Girl,1198420,https://www.last.fm/music/Katy+Perry/_/I+Kissed+a+Girl
2019-05-08 14:42:13.953453_21,Pop,Amy Winehouse,Rehab,1183594,https://www.last.fm/music/Amy+Winehouse/_/Rehab
2019-05-08 14:42:14.181890_22,Pop,The Killers,Smile Like You Mean It,1176604,https://www.last.fm/music/The+Killers/_/Smile+Like+You+Mean+It
2019-05-08 14:42:14.314055_23,Pop,The Verve,Bitter Sweet Symphony,1169636,https://www.last.fm/music/The+Verve/_/Bitter+Sweet+Symphony
2019-05-08 14:42:14.674702_24,Pop,Amy Winehouse,Back to Black,1165246,https://www.last.fm/music/Amy+Winehouse/_/Back+to+Black
2019-05-08 14:42:15.002752_25,Pop,a-ha,Take on Me,1158881,https://www.last.fm/music/a-ha/_/Take+on+Me
2019-05-08 14:42:15.334268_26,Pop,M.I.A.,Paper Planes,1146850,https://www.last.fm/music/M.I.A./_/Paper+Planes
2019-05-08 14:42:15.519128_27,Pop,The Fray,How to Save a Life,1145162,https://www.last.fm/music/The+Fray/_/How+to+Save+a+Life
2019-05-08 14:42:15.784854_28,Pop,Lady Gaga,Bad Romance,1143944,https://www.last.fm/music/Lady+Gaga/_/Bad+Romance
2019-05-08 14:42:16.152869_29,Pop,Coldplay,Don't Panic,1141840,https://www.last.fm/music/Coldplay/_/Don%27t+Panic
2019-05-08 14:42:16.296489_30,Pop,Florence + the Machine,Dog Days Are Over,1132772,https://www.last.fm/music/Florence+%252B+the+Machine/_/Dog+Days+Are+Over
2019-05-08 14:42:16.487974_31,Pop,Maroon 5,She Will Be Loved,1130425,https://www.last.fm/music/Maroon+5/_/She+Will+Be+Loved
2019-05-08 14:42:16.683453_32,Pop,The Postal Service,Such Great Heights,1118207,https://www.last.fm/music/The+Postal+Service/_/Such+Great+Heights
2019-05-08 14:42:16.844023_33,Pop,Coldplay,In My Place,1117219,https://www.last.fm/music/Coldplay/_/In+My+Place
2019-05-08 14:42:17.161232_34,Pop,Coldplay,Trouble,1115575,https://www.last.fm/music/Coldplay/_/Trouble
2019-05-08 14:42:17.528240_35,Pop,Gnarls Barkley,Crazy,1112184,https://www.last.fm/music/Gnarls+Barkley/_/Crazy
2019-05-08 14:42:18.004979_36,Pop,Coldplay,Speed of Sound,1084380,https://www.last.fm/music/Coldplay/_/Speed+of+Sound
2019-05-08 14:42:18.501595_37,Pop,Kanye West,Heartless,1082966,https://www.last.fm/music/Kanye+West/_/Heartless
2019-05-08 14:42:18.703125_38,Pop,Lady Gaga,Paparazzi,1071230,https://www.last.fm/music/Lady+Gaga/_/Paparazzi
2019-05-08 14:42:19.045144_39,Pop,Keane,Somewhere Only We Know,1069526,https://www.last.fm/music/Keane/_/Somewhere+Only+We+Know
2019-05-08 14:42:19.190754_40,Pop,Maroon 5,This Love,1067512,https://www.last.fm/music/Maroon+5/_/This+Love
2019-05-08 14:42:19.386229_41,Pop,Michael Jackson,Thriller,1052388,https://www.last.fm/music/Michael+Jackson/_/Thriller
2019-05-08 14:42:19.607694_42,Pop,Gorillaz,DARE,1052210,https://www.last.fm/music/Gorillaz/_/DARE
2019-05-08 14:42:19.761797_43,Pop,The Cure,Friday I'm in Love,1048652,https://www.last.fm/music/The+Cure/_/Friday+I%27m+in+Love
2019-05-08 14:42:20.139952_44,Pop,Amy Winehouse,You Know I'm No Good,1043091,https://www.last.fm/music/Amy+Winehouse/_/You+Know+I%27m+No+Good
2019-05-08 14:42:20.529919_45,Pop,Gotye,Somebody That I Used To Know,1042202,https://www.last.fm/music/Gotye/_/Somebody+That+I+Used+To+Know
2019-05-08 14:42:20.736822_46,Pop,Lady Gaga,Just Dance,1034755,https://www.last.fm/music/Lady+Gaga/_/Just+Dance
2019-05-08 14:42:20.900333_47,Pop,U2,With or Without You,803765,https://www.last.fm/music/U2/_/With+or+Without+You
2019-05-08 14:42:21.216486_48,Pop,Coldplay,Violet Hill,1005952,https://www.last.fm/music/Coldplay/_/Violet+Hill
2019-05-08 14:42:21.387031_49,Pop,Weezer,Island in the Sun,1001557,https://www.last.fm/music/Weezer/_/Island+in+the+Sun
2019-05-08 14:42:21.525660_50,Pop,Simon & Garfunkel,The Sound of Silence,1001221,https://www.last.fm/music/Simon+&+Garfunkel/_/The+Sound+of+Silence
2019-05-08 14:42:22.585828_1,Classical,Ludwig van Beethoven,Für Elise,483028,https://www.last.fm/music/Ludwig+van+Beethoven/_/F%C3%BCr+Elise
2019-05-08 14:42:23.076385_2,Classical,Claude Debussy,Clair de lune,468207,https://www.last.fm/music/Claude+Debussy/_/Clair+de+lune
2019-05-08 14:42:23.214391_3,Classical,Ludwig van Beethoven,Moonlight Sonata,349807,https://www.last.fm/music/Ludwig+van+Beethoven/_/Moonlight+Sonata
2019-05-08 14:42:23.430445_4,Classical,Yann Tiersen,Sur le fil,323705,https://www.last.fm/music/Yann+Tiersen/_/Sur+le+fil
2019-05-08 14:42:23.562343_5,Classical,Gorillaz,Orchestral Intro,320691,https://www.last.fm/music/Gorillaz/_/Orchestral+Intro
2019-05-08 14:42:23.804930_6,Classical,Yann Tiersen,Le Moulin,310153,https://www.last.fm/music/Yann+Tiersen/_/Le+Moulin
2019-05-08 14:42:23.943602_7,Classical,Yann Tiersen,La Dispute,308509,https://www.last.fm/music/Yann+Tiersen/_/La+Dispute
2019-05-08 14:42:24.380392_8,Classical,Zara Larsson,Lush Life,285723,https://www.last.fm/music/Zara+Larsson/_/Lush+Life
2019-05-08 14:42:25.243481_9,Classical,Yann Tiersen,A quai,285106,https://www.last.fm/music/Yann+Tiersen/_/A+quai
2019-05-08 14:42:25.474782_10,Classical,Ludwig van Beethoven,Symphony No. 9 (Scherzo),280634,https://www.last.fm/music/Ludwig+van+Beethoven/_/Symphony+No.+9+(Scherzo)
2019-05-08 14:42:25.760188_11,Classical,Yann Tiersen,La Noyée,274914,https://www.last.fm/music/Yann+Tiersen/_/La+Noy%C3%A9e
2019-05-08 14:42:25.896824_12,Classical,Agnes Obel,Riverside,262007,https://www.last.fm/music/Agnes+Obel/_/Riverside
2019-05-08 14:42:26.383522_13,Classical,Ludovico Einaudi,Nuvole Bianche,260375,https://www.last.fm/music/Ludovico+Einaudi/_/Nuvole+Bianche
